Date Id;Destination Number;Exit Name;Fifteen Min Bucket;Flow Execution Finished Time;Flow Execution Started Time;Flow Id;Flow Name;Interaction Id;Origin Number;Skpi Dttm Create;Step Execution Order;Step Name;Thirty Min Bucket;Component Title;Time In Step
20231117;3,91E+12;1;16:15-16:30;11/17/2023 4:15:42 PM;11/17/2023 4:15:28 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;025124fc970f48ad937e6490788caecf;3,94E+11;11/17/2023 3:45:46 PM;21;IT Question 3 - cortesia;16:00-16:30;Standard IVR;6671
20231130;3,91E+12;room_finished;16:45-17:00;11/30/2023 4:54:01 PM;11/30/2023 4:53:54 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;044c1bc6dac949289cee32f0d83fe342;3,93E+11;11/30/2023 4:00:47 PM;26;IT Question 3 - cortesia;16:30-17:00;Standard IVR;7042
20231130;3,91E+12;timeout;16:45-17:00;11/30/2023 4:54:01 PM;11/30/2023 4:53:31 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;044c1bc6dac949289cee32f0d83fe342;3,93E+11;11/30/2023 4:00:47 PM;24;IT Question 1 - contenuti;16:30-17:00;Standard IVR;11482
20231130;3,91E+12;timeout;16:45-17:00;11/30/2023 4:54:01 PM;11/30/2023 4:53:43 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;044c1bc6dac949289cee32f0d83fe342;3,93E+11;11/30/2023 4:00:47 PM;25;IT Question 2 - competenza;16:30-17:00;Standard IVR;11583
20240226;3,91E+12;1;12:30-12:45;2/26/2024 12:31:58 PM;2/26/2024 12:31:23 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0680de7966f8431098481bf7fee56841;3,93E+11;2/26/2024 11:45:47 AM;19;IT Question 1 - contenuti;12:30-13:00;Standard IVR;10668
20240226;3,91E+12;1;12:30-12:45;2/26/2024 12:31:58 PM;2/26/2024 12:31:34 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0680de7966f8431098481bf7fee56841;3,93E+11;2/26/2024 11:45:47 AM;20;IT Question 2 - competenza;12:30-13:00;Standard IVR;8184
20240226;3,91E+12;1;12:30-12:45;2/26/2024 12:31:58 PM;2/26/2024 12:31:42 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0680de7966f8431098481bf7fee56841;3,93E+11;2/26/2024 11:45:47 AM;21;IT Question 3 - cortesia;12:30-13:00;Standard IVR;7942
20240312;3,91E+12;room_finished;13:45-14:00;03/12/2024 13:51;03/12/2024 13:51;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;07fc09005e0d49f2afacb8bec55b89e2;3,93E+11;03/12/2024 13:15;20;IT Question 1 - contenuti;13:30-14:00;Standard IVR;3379
20240123;3,91E+12;timeout;12:45-13:00;1/23/2024 1:00:12 PM;1/23/2024 12:59:53 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0989fd1e142f48b1a48d8ec2fb158fb1;3,93E+11;1/23/2024 12:16:07 PM;19;IT Question 1 - contenuti;12:30-13:00;Standard IVR;12280
20240123;3,91E+12;room_finished;13:00-13:15;1/23/2024 1:00:12 PM;1/23/2024 1:00:06 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0989fd1e142f48b1a48d8ec2fb158fb1;3,93E+11;1/23/2024 12:16:07 PM;20;IT Question 2 - competenza;13:00-13:30;Standard IVR;6474
20231107;3,91E+12;1;14:15-14:30;11/07/2023 14:22;11/07/2023 14:22;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0aa76bdc72f9480cb943cab674cf2b39;3,93E+11;11/07/2023 13:45;19;IT Question 1 - contenuti;14:00-14:30;Standard IVR;7349
20231107;3,91E+12;1;14:15-14:30;11/07/2023 14:22;11/07/2023 14:22;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0aa76bdc72f9480cb943cab674cf2b39;3,93E+11;11/07/2023 13:45;20;IT Question 2 - competenza;14:00-14:30;Standard IVR;7161
20231107;3,91E+12;1;14:15-14:30;11/07/2023 14:22;11/07/2023 14:22;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0aa76bdc72f9480cb943cab674cf2b39;3,93E+11;11/07/2023 13:45;21;IT Question 3 - cortesia;14:00-14:30;Standard IVR;7533
20231110;3,91E+12;1;15:15-15:30;11/10/2023 15:16;11/10/2023 15:15;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0b4320b4b0b54ae9a7664b2ce8865581;3,93E+11;11/10/2023 14:45;19;IT Question 1 - contenuti;15:00-15:30;Standard IVR;7399
20231110;3,91E+12;1;15:15-15:30;11/10/2023 15:16;11/10/2023 15:15;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0b4320b4b0b54ae9a7664b2ce8865581;3,93E+11;11/10/2023 14:45;20;IT Question 2 - competenza;15:00-15:30;Standard IVR;7046
20231110;3,91E+12;1;15:15-15:30;11/10/2023 15:16;11/10/2023 15:15;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0b4320b4b0b54ae9a7664b2ce8865581;3,93E+11;11/10/2023 14:45;21;IT Question 3 - cortesia;15:00-15:30;Standard IVR;6673
20240327;3,91E+12;2;12:45-13:00;3/27/2024 12:59:47 PM;3/27/2024 12:59:14 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0cf9c5d119d54aa4aa4299aea39c1c70;3,93E+11;3/27/2024 12:30:47 PM;19;IT Question 1 - contenuti;12:30-13:00;Standard IVR;10252
20240327;3,91E+12;2;12:45-13:00;3/27/2024 12:59:47 PM;3/27/2024 12:59:24 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0cf9c5d119d54aa4aa4299aea39c1c70;3,93E+11;3/27/2024 12:30:47 PM;20;IT Question 2 - competenza;12:30-13:00;Standard IVR;7664
20240327;3,91E+12;2;12:45-13:00;3/27/2024 12:59:47 PM;3/27/2024 12:59:32 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0cf9c5d119d54aa4aa4299aea39c1c70;3,93E+11;3/27/2024 12:30:47 PM;21;IT Question 3 - cortesia;12:30-13:00;Standard IVR;7275
20231220;3,91E+12;timeout;12:30-12:45;12/20/2023 12:34:10 PM;12/20/2023 12:33:26 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0d39edabf7324e37b2a18963b4dcf443;3,93E+11;12/20/2023 11:45:47 AM;19;IT Question 1 - contenuti;12:30-13:00;Standard IVR;12164
20231220;3,91E+12;timeout;12:30-12:45;12/20/2023 12:34:10 PM;12/20/2023 12:33:39 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0d39edabf7324e37b2a18963b4dcf443;3,93E+11;12/20/2023 11:45:47 AM;20;IT Question 2 - competenza;12:30-13:00;Standard IVR;12329
20231220;3,91E+12;timeout;12:30-12:45;12/20/2023 12:34:10 PM;12/20/2023 12:33:51 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0d39edabf7324e37b2a18963b4dcf443;3,93E+11;12/20/2023 11:45:47 AM;21;IT Question 3 - cortesia;12:30-13:00;Standard IVR;11947
20240318;3,91E+12;room_finished;11:00-11:15;3/18/2024 11:14:16 AM;3/18/2024 11:14:14 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0d895ae6f5e44c7ab239c72b4daedb0a;3,93E+11;3/18/2024 10:45:48 AM;19;IT Question 1 - contenuti;11:00-11:30;Standard IVR;1785
20240103;3,91E+12;1;17:45-18:00;01/03/2024 17:55;01/03/2024 17:54;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0d9314858f5b45c4b4b2285c4b44f840;3,93E+11;01/03/2024 17:15;19;IT Question 1 - contenuti;17:30-18:00;Standard IVR;7654
20240103;3,91E+12;1;17:45-18:00;01/03/2024 17:55;01/03/2024 17:54;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0d9314858f5b45c4b4b2285c4b44f840;3,93E+11;01/03/2024 17:15;20;IT Question 2 - competenza;17:30-18:00;Standard IVR;6833
20240103;3,91E+12;1;17:45-18:00;01/03/2024 17:55;01/03/2024 17:55;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0d9314858f5b45c4b4b2285c4b44f840;3,93E+11;01/03/2024 17:15;21;IT Question 3 - cortesia;17:30-18:00;Standard IVR;7076
20240207;3,91E+12;room_finished;14:15-14:30;02/07/2024 14:28;02/07/2024 14:27;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0f65409e9bda44008e750e99fcd1f240;3,93E+11;02/07/2024 14:01;19;IT Question 1 - contenuti;14:00-14:30;Standard IVR;11161
20240130;3,91E+12;2;10:45-11:00;1/30/2024 10:59:38 AM;1/30/2024 10:59:08 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0fcbccc2a2d14b2890225342850270aa;3,94E+11;1/30/2024 10:18:07 AM;19;IT Question 1 - contenuti;10:30-11:00;Standard IVR;8274
20240130;3,91E+12;2;10:45-11:00;1/30/2024 10:59:38 AM;1/30/2024 10:59:16 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0fcbccc2a2d14b2890225342850270aa;3,94E+11;1/30/2024 10:18:07 AM;20;IT Question 2 - competenza;10:30-11:00;Standard IVR;8100
20240130;3,91E+12;2;10:45-11:00;1/30/2024 10:59:38 AM;1/30/2024 10:59:24 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;0fcbccc2a2d14b2890225342850270aa;3,94E+11;1/30/2024 10:18:07 AM;21;IT Question 3 - cortesia;10:30-11:00;Standard IVR;6695
20240117;3,91E+12;timeout;18:00-18:15;1/17/2024 6:07:37 PM;1/17/2024 6:06:54 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;107019b9646b4a67bc859d85e2b77e80;3,94E+11;1/17/2024 5:31:46 PM;29;IT Question 1 - contenuti;18:00-18:30;Standard IVR;11517
20240117;3,91E+12;timeout;18:00-18:15;1/17/2024 6:07:37 PM;1/17/2024 6:07:06 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;107019b9646b4a67bc859d85e2b77e80;3,94E+11;1/17/2024 5:31:46 PM;30;IT Question 2 - competenza;18:00-18:30;Standard IVR;11646
20240117;3,91E+12;timeout;18:00-18:15;1/17/2024 6:07:37 PM;1/17/2024 6:07:18 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;107019b9646b4a67bc859d85e2b77e80;3,94E+11;1/17/2024 5:31:46 PM;31;IT Question 3 - cortesia;18:00-18:30;Standard IVR;11205
20231106;3,91E+12;room_finished;09:45-10:00;11/06/2023 09:51;11/06/2023 09:51;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;10b9c02175d1485c8a15cc889d91ad01;3,93E+11;11/06/2023 09:00;19;IT Question 1 - contenuti;09:30-10:00;Standard IVR;4980
20231118;3,91E+12;timeout;10:45-11:00;11/18/2023 10:48:13 AM;11/18/2023 10:47:29 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;11cbaa97f9b24bfa9329d261c97ad1b9;3,93E+11;11/18/2023 10:16:27 AM;19;IT Question 1 - contenuti;10:30-11:00;Standard IVR;12161
20231118;3,91E+12;timeout;10:45-11:00;11/18/2023 10:48:13 AM;11/18/2023 10:47:41 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;11cbaa97f9b24bfa9329d261c97ad1b9;3,93E+11;11/18/2023 10:16:27 AM;20;IT Question 2 - competenza;10:30-11:00;Standard IVR;12417
20231118;3,91E+12;timeout;10:45-11:00;11/18/2023 10:48:13 AM;11/18/2023 10:47:54 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;11cbaa97f9b24bfa9329d261c97ad1b9;3,93E+11;11/18/2023 10:16:27 AM;21;IT Question 3 - cortesia;10:30-11:00;Standard IVR;11224
20231130;3,91E+12;1;13:00-13:15;11/30/2023 1:05:28 PM;11/30/2023 1:04:59 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;13cba0e5b8544dc3b1c67f74aab9177a;3,93E+11;11/30/2023 12:16:06 PM;19;IT Question 1 - contenuti;13:00-13:30;Standard IVR;9072
20231130;3,91E+12;1;13:00-13:15;11/30/2023 1:05:28 PM;11/30/2023 1:05:08 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;13cba0e5b8544dc3b1c67f74aab9177a;3,93E+11;11/30/2023 12:16:06 PM;20;IT Question 2 - competenza;13:00-13:30;Standard IVR;6286
20231130;3,91E+12;1;13:00-13:15;11/30/2023 1:05:28 PM;11/30/2023 1:05:15 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;13cba0e5b8544dc3b1c67f74aab9177a;3,93E+11;11/30/2023 12:16:06 PM;21;IT Question 3 - cortesia;13:00-13:30;Standard IVR;5610
20231127;3,91E+12;timeout;16:30-16:45;11/27/2023 4:38:29 PM;11/27/2023 4:37:48 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;148ea551ddc04983a997ce6963477abf;3,93E+11;11/27/2023 3:45:48 PM;19;IT Question 1 - contenuti;16:30-17:00;Standard IVR;11462
20231127;3,91E+12;timeout;16:30-16:45;11/27/2023 4:38:29 PM;11/27/2023 4:37:59 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;148ea551ddc04983a997ce6963477abf;3,93E+11;11/27/2023 3:45:48 PM;20;IT Question 2 - competenza;16:30-17:00;Standard IVR;11729
20231127;3,91E+12;timeout;16:30-16:45;11/27/2023 4:38:29 PM;11/27/2023 4:38:11 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;148ea551ddc04983a997ce6963477abf;3,93E+11;11/27/2023 3:45:48 PM;21;IT Question 3 - cortesia;16:30-17:00;Standard IVR;11212
20240321;3,91E+12;1;13:45-14:00;3/21/2024 1:50:32 PM;3/21/2024 1:50:01 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;155c97785b014d73ab81d34a47a7b4b2;3,93E+11;3/21/2024 1:15:48 PM;19;IT Question 1 - contenuti;13:30-14:00;Standard IVR;8716
20240321;3,91E+12;1;13:45-14:00;3/21/2024 1:50:32 PM;3/21/2024 1:50:10 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;155c97785b014d73ab81d34a47a7b4b2;3,93E+11;3/21/2024 1:15:48 PM;20;IT Question 2 - competenza;13:30-14:00;Standard IVR;7087
20240321;3,91E+12;1;13:45-14:00;3/21/2024 1:50:32 PM;3/21/2024 1:50:17 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;155c97785b014d73ab81d34a47a7b4b2;3,93E+11;3/21/2024 1:15:48 PM;21;IT Question 3 - cortesia;13:30-14:00;Standard IVR;7566
20231206;3,91E+12;1;12:00-12:15;12/06/2023 12:10;12/06/2023 12:10;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1758f74eba484ef2be129c86d179588f;3,94E+11;12/06/2023 11:16;19;IT Question 1 - contenuti;12:00-12:30;Standard IVR;6463
20231206;3,91E+12;1;12:00-12:15;12/06/2023 12:10;12/06/2023 12:10;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1758f74eba484ef2be129c86d179588f;3,94E+11;12/06/2023 11:16;20;IT Question 2 - competenza;12:00-12:30;Standard IVR;6231
20231206;3,91E+12;1;12:00-12:15;12/06/2023 12:10;12/06/2023 12:10;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1758f74eba484ef2be129c86d179588f;3,94E+11;12/06/2023 11:16;21;IT Question 3 - cortesia;12:00-12:30;Standard IVR;5937
20240208;3,91E+12;1;14:30-14:45;02/08/2024 14:34;02/08/2024 14:34;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1891c9f8ab694ba19c81535ccb3ef5f8;3,93E+11;02/08/2024 14:01;19;IT Question 1 - contenuti;14:30-15:00;Standard IVR;9484
20240208;3,91E+12;1;14:30-14:45;02/08/2024 14:34;02/08/2024 14:34;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1891c9f8ab694ba19c81535ccb3ef5f8;3,93E+11;02/08/2024 14:01;20;IT Question 2 - competenza;14:30-15:00;Standard IVR;8254
20240208;3,91E+12;1;14:30-14:45;02/08/2024 14:34;02/08/2024 14:34;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1891c9f8ab694ba19c81535ccb3ef5f8;3,93E+11;02/08/2024 14:01;21;IT Question 3 - cortesia;14:30-15:00;Standard IVR;5881
20231206;3,91E+12;1;18:30-18:45;12/06/2023 18:31;12/06/2023 18:31;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;19d8cbb2efe74ad2ac447faf12dc80b6;3,94E+11;12/06/2023 17:46;19;IT Question 1 - contenuti;18:30-19:00;Standard IVR;6003
20231206;3,91E+12;1;18:30-18:45;12/06/2023 18:31;12/06/2023 18:31;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;19d8cbb2efe74ad2ac447faf12dc80b6;3,94E+11;12/06/2023 17:46;20;IT Question 2 - competenza;18:30-19:00;Standard IVR;5703
20231206;3,91E+12;1;18:30-18:45;12/06/2023 18:31;12/06/2023 18:31;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;19d8cbb2efe74ad2ac447faf12dc80b6;3,94E+11;12/06/2023 17:46;21;IT Question 3 - cortesia;18:30-19:00;Standard IVR;6609
20240328;3,91E+12;2;09:30-09:45;3/28/2024 9:37:14 AM;3/28/2024 9:36:48 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;19fe2387923b4a259472d17ef5283f92;3,90E+11;3/28/2024 8:45:48 AM;20;IT Question 1 - contenuti;09:30-10:00;Standard IVR;8839
20240328;3,91E+12;2;09:30-09:45;3/28/2024 9:37:14 AM;3/28/2024 9:36:57 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;19fe2387923b4a259472d17ef5283f92;3,90E+11;3/28/2024 8:45:48 AM;21;IT Question 2 - competenza;09:30-10:00;Standard IVR;8760
20240328;3,91E+12;room_finished;09:30-09:45;3/28/2024 9:37:14 AM;3/28/2024 9:37:06 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;19fe2387923b4a259472d17ef5283f92;3,90E+11;3/28/2024 8:45:48 AM;22;IT Question 3 - cortesia;09:30-10:00;Standard IVR;8050
20231124;3,91E+12;room_finished;09:30-09:45;11/24/2023 9:33:08 AM;11/24/2023 9:33:06 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1a6acebc63b94e89a311f2f17ba9426e;3,93E+11;11/24/2023 8:45:47 AM;19;IT Question 1 - contenuti;09:30-10:00;Standard IVR;2232
20231228;3,91E+12;timeout;11:00-11:15;12/28/2023 11:12:45 AM;12/28/2023 11:12:01 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1b0a7bbf23734552818aa2ecf8cae054;3,90E+12;12/28/2023 10:45:46 AM;19;IT Question 1 - contenuti;11:00-11:30;Standard IVR;11424
20231228;3,91E+12;timeout;11:00-11:15;12/28/2023 11:12:45 AM;12/28/2023 11:12:13 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1b0a7bbf23734552818aa2ecf8cae054;3,90E+12;12/28/2023 10:45:46 AM;20;IT Question 2 - competenza;11:00-11:30;Standard IVR;12288
20231228;3,91E+12;timeout;11:00-11:15;12/28/2023 11:12:45 AM;12/28/2023 11:12:25 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1b0a7bbf23734552818aa2ecf8cae054;3,90E+12;12/28/2023 10:45:46 AM;21;IT Question 3 - cortesia;11:00-11:30;Standard IVR;11931
20231030;3,91E+12;timeout;11:00-11:15;10/30/2023 11:06:49 AM;10/30/2023 11:06:08 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1cd8b38ea69e43b083901b0b2d4d7efa;3,94E+11;10/30/2023 10:15:47 AM;19;IT Question 1 - contenuti;11:00-11:30;Standard IVR;11533
20231030;3,91E+12;timeout;11:00-11:15;10/30/2023 11:06:49 AM;10/30/2023 11:06:19 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1cd8b38ea69e43b083901b0b2d4d7efa;3,94E+11;10/30/2023 10:15:47 AM;20;IT Question 2 - competenza;11:00-11:30;Standard IVR;11660
20231030;3,91E+12;timeout;11:00-11:15;10/30/2023 11:06:49 AM;10/30/2023 11:06:31 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1cd8b38ea69e43b083901b0b2d4d7efa;3,94E+11;10/30/2023 10:15:47 AM;21;IT Question 3 - cortesia;11:00-11:30;Standard IVR;11276
20231120;3,91E+12;1;18:00-18:15;11/20/2023 6:08:13 PM;11/20/2023 6:07:47 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1d1e6b57cb8c4c4ea4a3956f724af683;3,93E+11;11/20/2023 5:30:45 PM;19;IT Question 1 - contenuti;18:00-18:30;Standard IVR;7301
20231120;3,91E+12;1;18:00-18:15;11/20/2023 6:08:13 PM;11/20/2023 6:07:54 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1d1e6b57cb8c4c4ea4a3956f724af683;3,93E+11;11/20/2023 5:30:45 PM;20;IT Question 2 - competenza;18:00-18:30;Standard IVR;6276
20231120;3,91E+12;1;18:00-18:15;11/20/2023 6:08:13 PM;11/20/2023 6:08:00 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1d1e6b57cb8c4c4ea4a3956f724af683;3,93E+11;11/20/2023 5:30:45 PM;21;IT Question 3 - cortesia;18:00-18:30;Standard IVR;5853
20240329;3,91E+12;1;16:45-17:00;3/29/2024 4:47:54 PM;3/29/2024 4:47:25 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1e6c6ad5945c4799a84e8c2f56d39d38;3,94E+11;3/29/2024 4:00:47 PM;19;IT Question 1 - contenuti;16:30-17:00;Standard IVR;8992
20240329;3,91E+12;1;16:45-17:00;3/29/2024 4:47:54 PM;3/29/2024 4:47:34 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1e6c6ad5945c4799a84e8c2f56d39d38;3,94E+11;3/29/2024 4:00:47 PM;20;IT Question 2 - competenza;16:30-17:00;Standard IVR;7163
20240329;3,91E+12;1;16:45-17:00;3/29/2024 4:47:54 PM;3/29/2024 4:47:41 PM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1e6c6ad5945c4799a84e8c2f56d39d38;3,94E+11;3/29/2024 4:00:47 PM;21;IT Question 3 - cortesia;16:30-17:00;Standard IVR;4998
20231031;3,91E+12;timeout;11:15-11:30;10/31/2023 11:18:17 AM;10/31/2023 11:17:32 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1f4f6f9a38604dc8947a84d464f13104;3,93E+11;10/31/2023 10:45:47 AM;19;IT Question 1 - contenuti;11:00-11:30;Standard IVR;11505
20231031;3,91E+12;timeout;11:15-11:30;10/31/2023 11:18:17 AM;10/31/2023 11:17:44 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1f4f6f9a38604dc8947a84d464f13104;3,93E+11;10/31/2023 10:45:47 AM;20;IT Question 2 - competenza;11:00-11:30;Standard IVR;12575
20231031;3,91E+12;timeout;11:15-11:30;10/31/2023 11:18:17 AM;10/31/2023 11:17:57 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1f4f6f9a38604dc8947a84d464f13104;3,93E+11;10/31/2023 10:45:47 AM;21;IT Question 3 - cortesia;11:00-11:30;Standard IVR;12007
20240326;3,91E+12;2;09:45-10:00;3/26/2024 9:52:58 AM;3/26/2024 9:52:42 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1fbbce71d449445bb29864bb696cf0a1;3,93E+11;3/26/2024 9:12:40 AM;25;IT Question 2 - competenza;09:30-10:00;Standard IVR;2241
20240326;3,91E+12;timeout;09:45-10:00;3/26/2024 9:52:58 AM;3/26/2024 9:52:30 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1fbbce71d449445bb29864bb696cf0a1;3,93E+11;3/26/2024 9:12:40 AM;24;IT Question 1 - contenuti;09:30-10:00;Standard IVR;12162
20240326;3,91E+12;timeout;09:45-10:00;3/26/2024 9:52:58 AM;3/26/2024 9:52:45 AM;d73fe81c6c8b4c9db7743004fdeb3da0;Survey;1fbbce71d449445bb29864bb696cf0a1;3,93E+11;3/26/2024 9:12:40 AM;26;IT Question 3 - cortesia;09:30-10:00;Standard IVR;11804
